id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date,Age_Group,Flight_Distance_Group,Total_Delay,Delay_Group,satisfaction_numeric,Overall_Service_Score,Service_Score_Category
42158,Female,Loyal Customer,50,Personal Travel,Business,329,1,4,2.0,3,4,4,4,2,2,2.0,5.0,2,2,3,0,0.0,neutral or dissatisfied,2022-10-06,Adult,Короткий,0.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
28268,Female,Loyal Customer,37,Business travel,Eco Plus,1542,4,2,2.0,2,4,4,4,4,3,4.0,5.0,2,1,4,0,0.0,satisfied,2022-10-07,Adult,Длинный,0.0,"[0, 30)",1,3.2142857142857144,Average (3-4)
15995,Female,Disloyal Customer,24,Business travel,Business,780,2,3,2.0,2,5,2,4,5,4,1.0,3.0,2,2,5,5,28.0,neutral or dissatisfied,2022-10-02,Adult,Средний,33.0,"[30, 60)",0,3.0,Average (3-4)
12975,Female,Loyal Customer,43,Personal Travel,Business,374,3,4,3.0,3,3,4,1,5,5,3.0,5.0,4,5,1,0,0.0,neutral or dissatisfied,2022-10-02,Adult,Короткий,0.0,"[0, 30)",0,3.5,Average (3-4)
28304,Male,Disloyal Customer,20,Business travel,Econom,867,3,3,3.0,2,3,3,3,3,3,1.0,3.0,5,5,3,0,0.0,neutral or dissatisfied,2022-10-19,Adult,Средний,0.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
63347,Female,Loyal Customer,21,Business travel,Econom,337,3,3,3.0,3,3,3,2,3,1,3.0,3.0,1,4,3,0,0.0,neutral or dissatisfied,2022-10-02,Adult,Короткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
20754,Male,Loyal Customer,66,Personal Travel,Econom,363,2,2,2.0,2,3,2,3,3,1,4.0,3.0,1,3,3,11,7.0,neutral or dissatisfied,2022-10-27,Aged people,Короткий,18.0,"[0, 30)",0,2.4285714285714284,Poor (2-3)
45089,Male,Disloyal Customer,23,Business travel,Econom,196,4,3,4.0,3,2,4,2,2,1,5.0,3.0,1,4,2,7,4.0,neutral or dissatisfied,2022-10-30,Adult,Ультракороткий,11.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
26409,Female,Loyal Customer,42,Business travel,Econom,1249,2,3,3.0,3,4,4,4,2,2,2.0,2.0,2,2,3,0,0.0,neutral or dissatisfied,2022-10-03,Adult,Средний,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
11587,Male,Disloyal Customer,50,Business travel,Econom,657,1,1,1.0,3,3,1,3,3,2,4.0,4.0,1,4,3,20,19.0,neutral or dissatisfied,2022-10-26,Adult,Короткий,39.0,"[30, 60)",0,2.4285714285714284,Poor (2-3)
98341,Male,Disloyal Customer,29,Business travel,Business,1189,2,2,2.0,3,4,2,4,4,3,4.0,4.0,5,4,4,0,0.0,neutral or dissatisfied,2022-10-07,Adult,Средний,0.0,"[0, 30)",0,3.357142857142857,Average (3-4)
92612,Female,Loyal Customer,39,Business travel,Business,2514,3,3,3.0,3,2,5,5,2,2,2.0,2.0,4,2,4,14,20.0,satisfied,2022-10-17,Adult,Длинный,34.0,"[30, 60)",1,3.0,Average (3-4)
35467,Female,Loyal Customer,25,Personal Travel,Econom,1069,1,5,1.0,4,4,1,4,4,5,5.0,5.0,3,4,4,69,63.0,neutral or dissatisfied,2022-10-24,Adult,Средний,132.0,"[120, 150)",0,3.5714285714285716,Average (3-4)
120079,Female,Loyal Customer,49,Business travel,Business,2049,5,5,5.0,5,2,1,2,4,4,4.0,4.0,5,4,4,0,0.0,satisfied,2022-10-09,Adult,Длинный,0.0,"[0, 30)",1,3.857142857142857,Average (3-4)
98552,Male,Loyal Customer,41,Business travel,Business,861,3,3,3.0,3,5,5,5,3,3,4.0,3.0,5,3,5,0,0.0,satisfied,2022-10-19,Adult,Средний,0.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
122674,Female,Loyal Customer,57,Business travel,Econom,361,2,4,4.0,4,3,3,4,2,2,4.0,2.0,2,2,3,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
118703,Male,Loyal Customer,34,Personal Travel,Econom,621,0,5,1.0,2,4,1,4,4,4,5.0,4.0,4,4,4,5,0.0,satisfied,2022-10-06,Adult,Короткий,5.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
82324,Female,Loyal Customer,38,Business travel,Business,2005,2,3,3.0,3,3,4,4,2,2,2.0,2.0,2,2,4,38,80.0,neutral or dissatisfied,2022-10-31,Adult,Длинный,118.0,"[90, 120)",0,2.7142857142857144,Poor (2-3)
30715,Female,Loyal Customer,36,Business travel,Business,1123,3,3,3.0,3,1,1,4,5,5,5.0,5.0,2,5,1,0,0.0,satisfied,2022-10-12,Adult,Средний,0.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
66670,Male,Loyal Customer,32,Business travel,Business,978,3,4,5.0,4,3,3,3,3,3,4.0,3.0,1,3,3,0,0.0,neutral or dissatisfied,2022-10-30,Adult,Средний,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
55096,Male,Disloyal Customer,56,Business travel,Econom,1009,4,4,4.0,3,2,4,2,2,4,2.0,4.0,4,4,2,100,79.0,neutral or dissatisfied,2022-10-14,Adult,Средний,179.0,"[150, 180)",0,3.2142857142857144,Average (3-4)
13824,Male,Disloyal Customer,26,Business travel,Econom,594,1,5,1.0,3,3,1,3,3,4,3.0,2.0,1,5,3,0,0.0,neutral or dissatisfied,2022-10-25,Adult,Короткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
10665,Female,Loyal Customer,58,Business travel,Business,2006,1,1,1.0,1,5,5,5,4,4,4.0,5.0,3,4,3,0,0.0,satisfied,2022-10-23,Adult,Длинный,0.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
119460,Male,Loyal Customer,14,Personal Travel,Business,759,3,5,3.0,1,5,3,5,5,4,5.0,4.0,3,4,5,0,0.0,neutral or dissatisfied,2022-10-02,Teenagers,Средний,0.0,"[0, 30)",0,3.9285714285714284,Average (3-4)
101946,Male,Disloyal Customer,37,Business travel,Business,628,3,3,3.0,2,2,3,2,2,3,3.0,4.0,5,5,2,0,0.0,neutral or dissatisfied,2022-10-31,Adult,Короткий,0.0,"[0, 30)",0,3.0,Average (3-4)
81313,Male,Loyal Customer,36,Personal Travel,Business,1299,1,4,1.0,1,5,3,5,5,5,1.0,3.0,4,5,5,0,20.0,neutral or dissatisfied,2022-10-01,Adult,Средний,20.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
59240,Male,Loyal Customer,68,Business travel,Eco Plus,249,4,3,3.0,3,4,4,4,4,3,3.0,4.0,1,3,4,0,0.0,neutral or dissatisfied,2022-10-31,Aged people,Ультракороткий,0.0,"[0, 30)",0,3.357142857142857,Average (3-4)
85121,Male,Loyal Customer,43,Business travel,Econom,731,3,3,3.0,3,3,3,3,3,2,1.0,3.0,2,4,3,0,0.0,neutral or dissatisfied,2022-10-24,Adult,Короткий,0.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
10944,Female,Disloyal Customer,22,Business travel,Econom,134,2,2,2.0,3,5,2,2,5,3,1.0,3.0,1,3,5,103,114.0,neutral or dissatisfied,2022-10-05,Adult,Ультракороткий,217.0,"[210, 240)",0,2.7857142857142856,Poor (2-3)
107073,Female,Loyal Customer,70,Personal Travel,Econom,395,3,5,3.0,1,3,5,4,2,2,3.0,2.0,3,2,4,0,0.0,neutral or dissatisfied,2022-10-08,Aged people,Короткий,0.0,"[0, 30)",0,3.0,Average (3-4)
100777,Female,Loyal Customer,16,Personal Travel,Econom,1411,4,5,4.0,4,4,4,5,4,1,5.0,2.0,5,1,5,30,136.0,satisfied,2022-10-02,Teenagers,Средний,166.0,"[150, 180)",1,3.7857142857142856,Average (3-4)
37915,Female,Loyal Customer,15,Personal Travel,Econom,937,2,5,2.0,1,2,2,2,2,5,3.0,5.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-22,Teenagers,Средний,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
128987,Male,Loyal Customer,41,Personal Travel,Econom,414,1,5,1.0,2,4,1,4,4,5,5.0,4.0,5,4,4,8,3.0,neutral or dissatisfied,2022-10-29,Adult,Короткий,11.0,"[0, 30)",0,3.5,Average (3-4)
111927,Male,Disloyal Customer,22,Business travel,Econom,472,4,4,4.0,4,5,4,5,5,3,4.0,5.0,5,5,5,4,2.0,satisfied,2022-10-04,Adult,Короткий,6.0,"[0, 30)",1,4.428571428571429,Good (4-5)
57224,Male,Loyal Customer,22,Personal Travel,Econom,1514,2,4,2.0,4,5,2,5,5,5,2.0,5.0,4,3,5,15,7.0,neutral or dissatisfied,2022-10-04,Adult,Длинный,22.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
24914,Male,Disloyal Customer,38,Business travel,Econom,762,2,2,2.0,3,5,2,4,5,1,3.0,2.0,3,3,5,8,0.0,neutral or dissatisfied,2022-10-17,Adult,Средний,8.0,"[0, 30)",0,3.0,Average (3-4)
77749,Female,Disloyal Customer,38,Business travel,Econom,331,1,1,1.0,4,1,1,1,1,2,4.0,3.0,3,3,1,0,0.0,neutral or dissatisfied,2022-10-07,Adult,Короткий,0.0,"[0, 30)",0,1.9285714285714286,Very Poor (1-2)
66654,Female,Disloyal Customer,23,Business travel,Econom,802,4,4,4.0,2,3,4,3,3,5,5.0,5.0,3,5,3,57,40.0,neutral or dissatisfied,2022-10-08,Adult,Средний,97.0,"[90, 120)",0,3.7857142857142856,Average (3-4)
129494,Male,Loyal Customer,27,Business travel,Business,1744,2,2,2.0,2,5,5,5,5,3,4.0,4.0,4,4,5,0,0.0,satisfied,2022-10-04,Adult,Длинный,0.0,"[0, 30)",1,3.7142857142857144,Average (3-4)
67450,Female,Loyal Customer,34,Personal Travel,Econom,641,3,5,4.0,3,4,4,4,4,4,2.0,4.0,4,4,4,61,66.0,neutral or dissatisfied,2022-10-22,Adult,Короткий,127.0,"[120, 150)",0,3.7857142857142856,Average (3-4)
38285,Female,Disloyal Customer,22,Business travel,Econom,1180,3,3,3.0,4,3,3,4,3,4,2.0,4.0,4,4,3,13,0.0,neutral or dissatisfied,2022-10-10,Adult,Средний,13.0,"[0, 30)",0,3.357142857142857,Average (3-4)
21915,Female,Loyal Customer,39,Business travel,Business,448,2,1,1.0,1,2,2,2,2,2,2.0,2.0,2,2,1,0,0.0,neutral or dissatisfied,2022-10-31,Adult,Короткий,0.0,"[0, 30)",0,1.7142857142857142,Very Poor (1-2)
68758,Male,Loyal Customer,45,Business travel,Business,3581,3,3,3.0,3,4,5,4,4,4,5.0,4.0,5,4,4,0,0.0,satisfied,2022-10-18,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
79912,Male,Loyal Customer,15,Business travel,Business,3979,2,2,2.0,2,2,2,2,2,2,4.0,3.0,2,3,2,853,823.0,neutral or dissatisfied,2022-10-10,Teenagers,Межконтинентальный,1676.0,"[1650, 1680)",0,2.2857142857142856,Poor (2-3)
18889,Male,Disloyal Customer,18,Business travel,Econom,500,4,3,4.0,2,2,4,2,2,5,4.0,3.0,3,3,2,0,0.0,neutral or dissatisfied,2022-10-28,Teenagers,Короткий,0.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
63467,Female,Loyal Customer,25,Business travel,Business,2689,5,5,5.0,5,5,5,5,5,5,5.0,5.0,4,5,5,0,0.0,satisfied,2022-10-10,Adult,Длинный,0.0,"[0, 30)",1,4.928571428571429,Good (4-5)
37296,Male,Loyal Customer,35,Business travel,Business,1912,5,5,5.0,5,1,4,5,5,5,5.0,5.0,2,5,2,0,4.0,satisfied,2022-10-01,Adult,Длинный,4.0,"[0, 30)",1,4.214285714285714,Good (4-5)
90466,Male,Loyal Customer,39,Business travel,Business,270,1,1,1.0,1,3,5,4,5,5,5.0,5.0,4,5,3,3,0.0,satisfied,2022-10-16,Adult,Короткий,3.0,"[0, 30)",1,3.4285714285714284,Average (3-4)
54725,Male,Loyal Customer,32,Personal Travel,Econom,964,2,5,2.0,2,3,2,3,3,5,2.0,5.0,5,4,3,97,94.0,neutral or dissatisfied,2022-10-31,Adult,Средний,191.0,"[180, 210)",0,3.2857142857142856,Average (3-4)
120063,Female,Loyal Customer,36,Business travel,Business,3200,5,5,5.0,5,3,4,5,3,3,3.0,3.0,5,3,5,21,37.0,satisfied,2022-10-31,Adult,Межконтинентальный,58.0,"[30, 60)",1,4.071428571428571,Good (4-5)
19841,Female,Loyal Customer,13,Personal Travel,Eco Plus,594,1,3,1.0,2,2,1,2,2,1,1.0,3.0,4,2,2,14,12.0,neutral or dissatisfied,2022-10-31,Teenagers,Короткий,26.0,"[0, 30)",0,1.9285714285714286,Very Poor (1-2)
45285,Male,Loyal Customer,46,Business travel,Business,222,5,5,5.0,5,3,4,4,5,5,5.0,5.0,1,5,3,0,0.0,satisfied,2022-10-28,Adult,Ультракороткий,0.0,"[0, 30)",1,4.285714285714286,Good (4-5)
11566,Male,Loyal Customer,46,Business travel,Business,2004,5,5,5.0,5,4,4,5,4,4,4.0,4.0,5,4,3,17,3.0,satisfied,2022-10-22,Adult,Длинный,20.0,"[0, 30)",1,4.357142857142857,Good (4-5)
77993,Female,Disloyal Customer,24,Business travel,Econom,227,1,4,1.0,2,3,1,1,3,5,5.0,4.0,5,5,3,4,1.0,neutral or dissatisfied,2022-10-27,Adult,Ультракороткий,5.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
39869,Female,Disloyal Customer,40,Business travel,Business,272,3,2,2.0,2,5,2,5,5,5,1.0,5.0,2,1,5,0,0.0,neutral or dissatisfied,2022-10-28,Adult,Короткий,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
67076,Female,Disloyal Customer,22,Business travel,Business,1017,5,0,5.0,5,1,5,1,1,3,5.0,5.0,3,4,1,0,0.0,satisfied,2022-10-08,Adult,Средний,0.0,"[0, 30)",1,3.142857142857143,Average (3-4)
76011,Female,Loyal Customer,51,Business travel,Business,237,3,3,3.0,3,3,4,4,5,5,5.0,5.0,4,5,5,83,79.0,satisfied,2022-10-18,Adult,Ультракороткий,162.0,"[150, 180)",1,4.071428571428571,Good (4-5)
69820,Female,Loyal Customer,39,Business travel,Econom,1055,2,4,4.0,4,2,2,2,2,1,3.0,3.0,1,3,2,13,18.0,neutral or dissatisfied,2022-11-01,Adult,Средний,31.0,"[30, 60)",0,2.5,Poor (2-3)
115707,Female,Loyal Customer,37,Business travel,Econom,337,3,1,1.0,1,3,3,3,3,2,3.0,2.0,3,3,3,43,39.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,82.0,"[60, 90)",0,2.4285714285714284,Poor (2-3)
89164,Male,Loyal Customer,68,Personal Travel,Econom,1947,2,5,2.0,3,3,2,3,3,5,5.0,5.0,4,4,3,1,28.0,neutral or dissatisfied,2022-10-01,Aged people,Длинный,29.0,"[0, 30)",0,3.5,Average (3-4)
53054,Female,Loyal Customer,41,Personal Travel,Econom,1208,3,4,3.0,2,4,3,2,4,2,4.0,5.0,4,1,4,11,0.0,neutral or dissatisfied,2022-10-05,Adult,Средний,11.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
35952,Male,Loyal Customer,38,Business travel,Econom,231,3,2,2.0,2,3,3,3,3,4,5.0,3.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-03,Adult,Ультракороткий,0.0,"[0, 30)",0,3.0,Average (3-4)
41128,Female,Disloyal Customer,56,Business travel,Econom,224,2,4,2.0,3,3,2,3,3,3,1.0,4.0,2,3,3,0,0.0,neutral or dissatisfied,2022-10-13,Adult,Ультракороткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
105399,Male,Loyal Customer,60,Personal Travel,Econom,369,2,1,4.0,2,3,4,3,3,2,4.0,2.0,3,3,3,10,0.0,neutral or dissatisfied,2022-10-31,Adult,Короткий,10.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
69918,Male,Loyal Customer,63,Personal Travel,Econom,1514,2,2,2.0,3,3,2,3,3,3,4.0,4.0,4,4,3,0,10.0,neutral or dissatisfied,2022-10-15,Aged people,Длинный,10.0,"[0, 30)",0,3.0,Average (3-4)
2232,Female,Loyal Customer,15,Personal Travel,Econom,642,3,1,3.0,3,5,3,3,5,3,4.0,3.0,1,3,5,0,0.0,neutral or dissatisfied,2022-10-02,Teenagers,Короткий,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
8791,Female,Loyal Customer,24,Business travel,Business,552,2,4,4.0,4,2,2,2,2,2,3.0,4.0,2,3,2,0,0.0,neutral or dissatisfied,2022-10-01,Adult,Короткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
103935,Male,Disloyal Customer,21,Business travel,Business,533,0,3,0.0,3,5,0,5,5,4,5.0,5.0,3,4,5,0,0.0,satisfied,2022-10-31,Adult,Короткий,0.0,"[0, 30)",1,3.357142857142857,Average (3-4)
84254,Female,Disloyal Customer,24,Business travel,Econom,724,2,2,2.0,4,1,2,1,1,3,3.0,4.0,4,4,1,3,0.0,neutral or dissatisfied,2022-10-01,Adult,Короткий,3.0,"[0, 30)",0,2.4285714285714284,Poor (2-3)
69702,Male,Disloyal Customer,26,Business travel,Business,1372,0,0,0.0,2,1,0,1,1,5,5.0,4.0,5,4,1,0,2.0,satisfied,2022-10-31,Adult,Средний,2.0,"[0, 30)",1,2.0714285714285716,Poor (2-3)
37869,Female,Loyal Customer,22,Business travel,Business,3751,4,4,5.0,5,4,4,4,4,1,5.0,3.0,3,3,4,13,24.0,neutral or dissatisfied,2022-10-20,Adult,Межконтинентальный,37.0,"[30, 60)",0,3.7857142857142856,Average (3-4)
54890,Female,Loyal Customer,10,Personal Travel,Econom,927,2,2,2.0,3,4,2,4,4,3,4.0,3.0,1,4,4,0,0.0,neutral or dissatisfied,2022-10-26,Child,Средний,0.0,"[0, 30)",0,3.0,Average (3-4)
60078,Female,Loyal Customer,11,Business travel,Business,3242,5,5,5.0,5,5,5,5,5,3,5.0,5.0,5,5,5,23,34.0,satisfied,2022-10-22,Child,Межконтинентальный,57.0,"[30, 60)",1,4.857142857142857,Good (4-5)
108785,Male,Loyal Customer,47,Business travel,Business,2629,4,4,4.0,4,3,4,4,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-29,Adult,Длинный,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
92214,Female,Loyal Customer,40,Personal Travel,Econom,1979,3,2,3.0,2,3,3,3,3,2,5.0,2.0,1,3,3,2,0.0,neutral or dissatisfied,2022-10-13,Adult,Длинный,2.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
95569,Female,Loyal Customer,9,Personal Travel,Eco Plus,189,3,4,3.0,4,4,3,4,4,4,5.0,4.0,3,3,4,1,4.0,neutral or dissatisfied,2022-10-13,Child,Ультракороткий,5.0,"[0, 30)",0,3.7142857142857144,Average (3-4)
88958,Male,Loyal Customer,40,Business travel,Business,1340,2,3,3.0,3,2,3,3,2,2,2.0,2.0,2,2,2,0,1.0,neutral or dissatisfied,2022-10-18,Adult,Средний,1.0,"[0, 30)",0,2.357142857142857,Poor (2-3)
42250,Female,Loyal Customer,42,Business travel,Econom,451,1,4,4.0,4,5,4,3,1,1,1.0,1.0,4,1,4,0,0.0,neutral or dissatisfied,2022-10-30,Adult,Короткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
105009,Male,Loyal Customer,34,Business travel,Business,361,5,5,5.0,5,4,5,5,5,5,5.0,5.0,5,5,3,2,1.0,satisfied,2022-10-13,Adult,Короткий,3.0,"[0, 30)",1,4.785714285714286,Good (4-5)
30111,Male,Loyal Customer,19,Personal Travel,Econom,539,1,5,1.0,1,2,1,2,2,4,2.0,5.0,3,4,2,0,4.0,neutral or dissatisfied,2022-10-15,Teenagers,Короткий,4.0,"[0, 30)",0,2.5,Poor (2-3)
72376,Female,Loyal Customer,46,Business travel,Business,2645,1,1,1.0,1,3,4,5,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-27,Adult,Длинный,0.0,"[0, 30)",1,3.142857142857143,Average (3-4)
108895,Male,Loyal Customer,34,Business travel,Business,3082,2,2,2.0,2,4,5,4,5,5,5.0,5.0,5,5,3,12,6.0,satisfied,2022-10-24,Adult,Межконтинентальный,18.0,"[0, 30)",1,3.857142857142857,Average (3-4)
104494,Male,Loyal Customer,45,Personal Travel,Econom,860,4,5,4.0,2,5,4,5,5,4,2.0,4.0,3,5,5,0,0.0,neutral or dissatisfied,2022-10-06,Adult,Средний,0.0,"[0, 30)",0,4.071428571428571,Good (4-5)
21636,Female,Loyal Customer,10,Personal Travel,Econom,780,3,5,3.0,3,3,3,3,3,5,4.0,4.0,5,5,3,9,10.0,neutral or dissatisfied,2022-10-09,Child,Средний,19.0,"[0, 30)",0,3.7142857142857144,Average (3-4)
92552,Male,Loyal Customer,62,Personal Travel,Econom,1892,2,2,2.0,3,2,2,1,2,4,3.0,4.0,1,3,2,0,0.0,neutral or dissatisfied,2022-10-16,Aged people,Длинный,0.0,"[0, 30)",0,2.357142857142857,Poor (2-3)
5559,Female,Disloyal Customer,23,Business travel,Business,588,0,0,0.0,1,2,0,2,2,3,3.0,4.0,5,4,2,57,65.0,satisfied,2022-10-29,Adult,Короткий,122.0,"[120, 150)",1,2.0,Poor (2-3)
90633,Female,Loyal Customer,33,Business travel,Business,3619,2,5,5.0,5,2,4,4,2,2,1.0,2.0,3,2,1,0,21.0,neutral or dissatisfied,2022-10-15,Adult,Межконтинентальный,21.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
13696,Female,Disloyal Customer,37,Business travel,Econom,483,3,4,3.0,4,5,3,5,5,5,1.0,4.0,2,2,5,5,2.0,neutral or dissatisfied,2022-10-21,Adult,Короткий,7.0,"[0, 30)",0,3.642857142857143,Average (3-4)
51109,Male,Loyal Customer,9,Personal Travel,Econom,89,2,5,2.0,3,4,2,4,4,3,5.0,4.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-12,Child,Ультракороткий,0.0,"[0, 30)",0,3.5714285714285716,Average (3-4)
24881,Female,Loyal Customer,70,Personal Travel,Econom,534,3,4,3.0,2,5,5,4,3,3,3.0,4.0,4,3,5,0,0.0,neutral or dissatisfied,2022-10-22,Aged people,Короткий,0.0,"[0, 30)",0,3.642857142857143,Average (3-4)
97075,Female,Loyal Customer,53,Business travel,Business,1390,1,1,1.0,1,2,4,4,4,4,4.0,4.0,3,4,5,66,60.0,satisfied,2022-10-16,Adult,Средний,126.0,"[120, 150)",1,3.0,Average (3-4)
74126,Female,Disloyal Customer,43,Business travel,Econom,641,2,2,2.0,3,1,2,1,1,3,3.0,4.0,3,4,1,2,23.0,neutral or dissatisfied,2022-10-20,Adult,Короткий,25.0,"[0, 30)",0,2.2857142857142856,Poor (2-3)
70686,Female,Loyal Customer,53,Personal Travel,Econom,447,2,5,4.0,1,2,4,4,1,1,4.0,1.0,4,1,4,0,0.0,neutral or dissatisfied,2022-10-12,Adult,Короткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
119803,Male,Loyal Customer,23,Business travel,Business,2199,3,3,3.0,3,2,2,2,2,4,4.0,4.0,5,4,2,57,40.0,satisfied,2022-10-04,Adult,Длинный,97.0,"[90, 120)",1,3.0714285714285716,Average (3-4)
70497,Female,Loyal Customer,41,Business travel,Econom,467,3,1,5.0,5,3,3,3,3,1,5.0,2.0,1,2,3,0,27.0,satisfied,2022-10-19,Adult,Короткий,27.0,"[0, 30)",1,2.857142857142857,Poor (2-3)
76500,Female,Loyal Customer,53,Business travel,Business,2520,3,3,5.0,3,2,4,4,4,4,4.0,4.0,5,4,3,3,1.0,satisfied,2022-10-21,Adult,Длинный,4.0,"[0, 30)",1,3.7142857142857144,Average (3-4)
9071,Male,Loyal Customer,27,Business travel,Business,108,5,5,5.0,5,4,4,3,4,4,3.0,1.0,2,1,4,0,28.0,satisfied,2022-10-18,Adult,Ультракороткий,28.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
32155,Male,Loyal Customer,36,Business travel,Business,2697,5,5,5.0,5,2,5,5,4,4,4.0,5.0,3,4,3,0,0.0,satisfied,2022-10-29,Adult,Длинный,0.0,"[0, 30)",1,4.214285714285714,Good (4-5)
128220,Female,Loyal Customer,25,Business travel,Business,2444,2,5,5.0,5,2,3,2,2,4,2.0,4.0,1,3,2,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Длинный,0.0,"[0, 30)",0,3.0,Average (3-4)
43211,Male,Loyal Customer,45,Business travel,Business,472,5,5,5.0,5,4,5,5,5,5,5.0,5.0,3,5,4,26,63.0,satisfied,2022-10-09,Adult,Короткий,89.0,"[60, 90)",1,4.714285714285714,Good (4-5)
67442,Female,Loyal Customer,43,Business travel,Econom,321,3,2,4.0,2,3,2,2,3,3,3.0,3.0,2,3,2,3,0.0,neutral or dissatisfied,2022-10-27,Adult,Короткий,3.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
13496,Male,Loyal Customer,42,Business travel,Business,227,2,2,2.0,2,3,5,4,5,5,5.0,5.0,5,5,5,0,15.0,satisfied,2022-10-25,Adult,Ультракороткий,15.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
41862,Male,Loyal Customer,20,Business travel,Business,1773,3,2,2.0,2,3,3,3,3,3,1.0,3.0,3,3,3,0,1.0,neutral or dissatisfied,2022-10-04,Adult,Длинный,1.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
44833,Female,Loyal Customer,42,Personal Travel,Econom,462,3,3,3.0,2,1,2,1,5,5,3.0,5.0,3,5,2,0,9.0,neutral or dissatisfied,2022-10-20,Adult,Короткий,9.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
81657,Male,Loyal Customer,46,Business travel,Business,3700,3,3,4.0,3,5,4,4,3,2,5.0,5.0,4,4,4,108,132.0,satisfied,2022-10-01,Adult,Межконтинентальный,240.0,"[240, 270)",1,3.7857142857142856,Average (3-4)
16949,Female,Loyal Customer,55,Personal Travel,Eco Plus,820,3,2,3.0,4,5,3,4,4,4,3.0,4.0,1,4,4,18,27.0,neutral or dissatisfied,2022-10-21,Adult,Средний,45.0,"[30, 60)",0,3.4285714285714284,Average (3-4)
32219,Female,Disloyal Customer,31,Business travel,Business,3226,0,4,0.0,4,5,5,5,5,2,3.0,4.0,4,5,5,0,0.0,satisfied,2022-10-01,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
76610,Male,Loyal Customer,47,Business travel,Business,1979,1,1,4.0,1,5,4,4,4,4,5.0,4.0,3,4,5,0,0.0,satisfied,2022-10-22,Adult,Длинный,0.0,"[0, 30)",1,3.5,Average (3-4)
11757,Male,Disloyal Customer,38,Business travel,Econom,429,4,1,4.0,3,4,4,4,4,3,1.0,4.0,2,3,4,9,45.0,neutral or dissatisfied,2022-10-25,Adult,Короткий,54.0,"[30, 60)",0,3.2142857142857144,Average (3-4)
83304,Male,Loyal Customer,47,Personal Travel,Eco Plus,1956,4,1,4.0,2,3,4,3,3,3,3.0,1.0,2,2,3,0,0.0,satisfied,2022-10-01,Adult,Длинный,0.0,"[0, 30)",1,2.7142857142857144,Poor (2-3)
51661,Male,Loyal Customer,35,Business travel,Econom,370,4,3,3.0,3,4,3,4,4,2,1.0,3.0,3,3,4,0,0.0,neutral or dissatisfied,2022-10-21,Adult,Короткий,0.0,"[0, 30)",0,3.142857142857143,Average (3-4)
